,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Dist Companies,OnOff Premises,Chains,Account Names,Address,City,State,Zip Code,Store Num,Last KARMA entry,Item Names,3 Months 5/1/2026 thru 7/16/2026  Case Equivs,3 Months 5/1/2026 thru 7/16/2026  Authorized Item Gaps,3 Months 5/1/2026 thru 7/16/2026  Authorized Acct Gaps
Doll Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1241,2003 CHATBURN AVE,HARLAN,IA,51537,1241,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #233,16035 HICKMAN ROAD,CLIVE,IA,50325,233,20260624,Tigerhawk 2/12/12oz Can,24,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #155,911 HWY 69,HUXLEY,IA,50124,155,20260608,Tigerhawk 2/12/12oz Can,24,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #124,804 NILE KINNICK DR S,ADEL,IA,50003,124,20260520,Tigerhawk 2/12/12oz Can,20,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #625,311 3RD AVE W,OSKALOOSA,IA,52577,625,20251031,Tigerhawk 2/12/12oz Can,20,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #983,351 SE GATEWAY DR,GRIMES,IA,50111,983,20260501,Tigerhawk 2/12/12oz Can,15,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #137,1101 S 5TH ST,POLK CITY,IA,50226,137,20260608,Tigerhawk 2/12/12oz Can,14,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #137,1101 S 5TH ST,POLK CITY,IA,50226,137,20260608,Tigerhawk 4/6/16oz Can,5.333333,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #73,310 MCKENZIE AVE,COUNCIL BLUFFS,IA,51503,73,20260713,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #995,2010 WASHINGTON ST,PELLA,IA,50219,995,20260630,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #790,1910 23RD ST,HARLAN,IA,51537,790,0,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #183,4313 FLEUR DR,DES MOINES,IA,50321,183,20260623,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #183,4313 FLEUR DR,DES MOINES,IA,50321,183,20260623,Tigerhawk 4/6/16oz Can,5.333333,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #167,6005 MERLE HAY RD,JOHNSTON,IA,50131,167,20260608,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #980,1308 S LINCOLN ST,KNOXVILLE,IA,50138,980,20260630,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #737,727 WEST ST,GRINNELL,IA,50112,737,20260527,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #61,3205 N ANKENY BLVD,ANKENY,IA,50023,61,20260608,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #153,329 GRAND AVE,WEST DES MOINES,IA,50265,153,20260709,Tigerhawk 4/6/16oz Can,6.666666,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #933,8450 MEREDITH DR,URBANDALE,IA,50322,933,20260625,Tigerhawk 4/6/16oz Can,6.666665,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #48,115 ESSIE DAVISON DR,CLARINDA,IA,51632,48,0,Tigerhawk 4/6/16oz Can,5.333333,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #788,104 E 8TH ST,SPENCER,IA,51301,788,20260305,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY,2330 175TH ST,SPIRIT LAKE,IA,51360,,20260518,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #58,512 8TH ST SE,ORANGE CITY,IA,51041,58,0,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #912,115 1ST AVE NW,SIOUX CENTER,IA,51250,912,0,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #657,1309 W 2ND AVE,INDIANOLA,IA,50125,657,20260625,Tigerhawk 4/6/16oz Can,3.999999,0,0
Doll Distributing,OFF,FAREWAY,FAREWAY #841,811 N BROADWAY ST,RED OAK,IA,51566,841,20260227,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1628,1902 PEORIA AVE,SPIRIT LAKE,IA,51360,1628,20260518,Tigerhawk 2/12/12oz Can,29,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1628,1902 PEORIA AVE,SPIRIT LAKE,IA,51360,1628,20260518,Tigerhawk 4/6/16oz Can,21.333333,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1516,512 E OSKALOOSA ST,PELLA,IA,50219,1516,20260630,Tigerhawk 2/12/12oz Can,20,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1101,1745 MADISON AVE,COUNCIL BLUFFS,IA,51503,1101,20260713,Tigerhawk 2/12/12oz Can,17,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1101,1745 MADISON AVE,COUNCIL BLUFFS,IA,51503,1101,20260713,Tigerhawk 4/6/16oz Can,10.666667,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1101,1745 MADISON AVE,COUNCIL BLUFFS,IA,51503,1101,20260713,Tigerhawk 1/24/12oz Can,7,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1353,813 N LINCOLN ST STE 1,KNOXVILLE,IA,50138,1353,20260630,Tigerhawk 2/12/12oz Can,9,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1353,813 N LINCOLN ST STE 1,KNOXVILLE,IA,50138,1353,20260630,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1241,1808 23RD ST,HARLAN,IA,51537,1241,0,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1026,1630 E 7TH ST STE 102,ATLANTIC,IA,50022,1026,20260227,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1026,1630 E 7TH ST STE 102,ATLANTIC,IA,50022,1026,20260227,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1544,1701 BROADWAY,RED OAK,IA,51566,1544,20260227,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,INDEPENDENTS,BIG G FOOD STORE,310 W DILLIN ST,MARENGO,IA,52301,,20260527,Tigerhawk 2/12/12oz Can,20,0,0
Doll Distributing,OFF,INDEPENDENTS,OKOBOJI AVE LIQUOR STORE,1610 OKOBOJI AVE,MILFORD,IA,51351,,20260518,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,INDEPENDENTS,LIQUOR LOCKER,507 1ST AVE STE 100,ROCK RAPIDS,IA,51246,,0,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,INDEPENDENTS,LIQUOR LOCKER,507 1ST AVE STE 100,ROCK RAPIDS,IA,51246,,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,INDEPENDENTS,LIQUOR LOVERS,1510 S ANKENY BLVD STE 107,ANKENY,IA,50023,,20260318,Tigerhawk 2/12/12oz Can,8,0,0
Doll Distributing,OFF,INDEPENDENTS,LIQUOR LOVERS,1510 S ANKENY BLVD STE 107,ANKENY,IA,50023,,20260318,Tigerhawk 4/6/16oz Can,5.333333,0,0
Doll Distributing,OFF,INDEPENDENTS,BROOKLYN GROCERY,122 E FRONT ST,BROOKLYN,IA,52211,,20260527,Tigerhawk 2/12/12oz Can,8,0,0
Doll Distributing,OFF,INDEPENDENTS,THE BOONEDOCKS,228 N HWY 71 APT SW,ARNOLDS PARK,IA,51331,,20250113,Tigerhawk 2/12/12oz Can,6,0,0
Doll Distributing,OFF,INDEPENDENTS,SIP & BURN LIQUOR,1200 NW 36TH ST STE 101,ANKENY,IA,50023,,20250725,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,INDEPENDENTS,SIP & BURN LIQUOR,1200 NW 36TH ST STE 101,ANKENY,IA,50023,,20250725,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,INDEPENDENTS,GRIEDERS BEVERAGE DEPOT,708 13TH ST,BELLE PLAINE,IA,52208,,20250403,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,INDEPENDENTS,FAREWAY MILLS CIVIC 232 #232,9080 MILLS CIVIC PKWY,WEST DES MOINES,IA,50266,232,20260204,Tigerhawk 4/6/16oz Can,4,0,0
Doll Distributing,OFF,INDEPENDENTS,GATEWAY MARKET,2002 WOODLAND AVE,DES MOINES,IA,50312,,20260701,Tigerhawk 4/6/16oz Can,3.999999,0,0
Doll Distributing,OFF,INDEPENDENTS,CORK & BOTTLE,309 A AVE WEST,OSKALOOSA,IA,52577,,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,INDEPENDENTS,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,50156,,20260617,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,INDEPENDENTS,ROYAL LIQUOR & SMOKE,229 WEST ST,GRINNELL,IA,50112,,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,INDEPENDENTS,FOODLAND #844,407 W HURON ST,MISSOURI VALLEY,IA,51555,844,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,INDEPENDENTS,BOOZE BARN,109 5TH ST,SIBLEY,IA,51249,,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,INDEPENDENTS,BOOZE BARN,109 5TH ST,SIBLEY,IA,51249,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,INDEPENDENTS,NEW COOP CORNING,406 6TH STREET,CORNING,IA,50841,,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,INDEPENDENTS,HOMETOWN WINE & SPIRITS,1202 A AVE E,OSKALOOSA,IA,52577,,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,INDEPENDENTS,WHEATSFIELD GROCERY,413 NORTHWESTERN AVE STE 105,AMES,IA,50010,,20260713,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,INDEPENDENTS,TOWN & COUNTRY,304 N 6TH ST,DUNLAP,IA,51529,,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,INDEPENDENTS,ATLANTIC LIQUOR,411 CHESTNUT ST,ATLANTIC,IA,50022,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,INDEPENDENTS,8 SECONDS,416 CLAY ST,SIDNEY,IA,51652,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,INDEPENDENTS,COUNTRY FOODS,1206 7TH AVE,BELLE PLAINE,IA,52208,,20250403,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,INDEPENDENTS,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,IA,50158,,20260616,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,INDEPENDENTS,DA BOOZE BARN,108 S BROADWAY AVE,WEST BEND,IA,50597,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,INDEPENDENTS,NEIGHBORHOOD LIQUOR HOUSE,833 E 1ST ST STE 102,ANKENY,IA,50021,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,INDEPENDENTS,AMOCO,2217 U AVE,WILLIAMSBURG,IA,52361,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,INDEPENDENTS,STATION STREET CYCLE SHOP,109 STATION ST,MINGO,IA,50168,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,INDEPENDENTS,COLONY POINT,333 E EVANS ST,WILLIAMSBURG,IA,52361,,20240720,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,WALL TO WALL WINE AND SPIRITS,WALL TO WALL WINE AND SPIRITS,375 S JORDAN CREEK PKWY,WEST DES MOINES,IA,50266,,20260708,Tigerhawk 2/12/12oz Can,45,0,0
Doll Distributing,OFF,WALL TO WALL WINE AND SPIRITS,WALL TO WALL WINE AND SPIRITS,375 S JORDAN CREEK PKWY,WEST DES MOINES,IA,50266,,20260708,Tigerhawk 4/6/16oz Can,16.000001,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #534,2945 E UNIVERSITY AVE,DES MOINES,IA,50317,534,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #530,1424 E EUCLID AVE,DES MOINES,IA,50316,530,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #518,1930 INDIANOLA AVE,DES MOINES,IA,50315,518,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #513,4600 MERLE HAY RD,URBANDALE,IA,50322,513,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #560,2300 MARTIN LUTHER KING JR PKWY,DES MOINES,IA,50310,560,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #538,4575 NW 2ND ST,DES MOINES,IA,50313,538,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #517,1451 22ND ST,WEST DES MOINES,IA,50266,517,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #541,2428 HUBBELL AVE,DES MOINES,IA,50317,541,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #554,901 SW 63RD ST,DES MOINES,IA,50312,554,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #514,802 E 1ST ST,ANKENY,IA,50021,514,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #516,1000 E UNIVERSITY AVE,DES MOINES,IA,50316,516,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #500,3700 HUBBELL AVE,DES MOINES,IA,50317,500,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #523,849 ARMY POST RD,DES MOINES,IA,50315,523,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #515,1421 INGERSOLL AVE,DES MOINES,IA,50309,515,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #535,1501 E GRAND AVE,DES MOINES,IA,50316,535,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #544,3941 SE 14TH ST,DES MOINES,IA,50320,544,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #527,614 UNIVERSITY AVE,DES MOINES,IA,50314,527,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #559,4021 FLEUR DR,DES MOINES,IA,50321,559,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #531,1900 SE 37TH ST,GRIMES,IA,50111,531,20240821,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,QUIKTRIP,QUIKTRIP #562,4801 NE 14TH ST,DES MOINES,IA,50313,562,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7031,4100 UNIVERSITY AVE,DES MOINES,IA,50311,7031,20260701,Tigerhawk 2/12/12oz Can,38,0,0
Doll Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7031,4100 UNIVERSITY AVE,DES MOINES,IA,50311,7031,20260701,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1011,102 8TH ST SW,ALTOONA,IA,50009,1011,0,Tigerhawk 4/6/16oz Can,4,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7583,14200 DOUGLAS PKWY,URBANDALE,IA,50323,7583,0,Tigerhawk 4/6/16oz Can,4,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7505,3950 PRAIRIE FIRE NW,ALTOONA,IA,50009,7505,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1889,7280 UNIVERSITY AVE,WEST DES MOINES,IA,50266,1889,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1530,4910 MAPLE DR,PLEASANT HILL,IA,50327,1530,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1023,1710 SW ORALABOR RD,ANKENY,IA,50023,1023,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1224,1401 E 1ST ST,GRIMES,IA,50111,1224,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7588,155 HICKMAN RD,WAUKEE,IA,50263,7588,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7587,2855 GRAND PRAIRIE PKWY,WAUKEE,IA,50263,7587,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1890,665 S 51ST ST,WEST DES MOINES,IA,50265,1890,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1022,414 N ANKENY BLVD,ANKENY,IA,50023,1022,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7540,5169 MERLE HAY RD,JOHNSTON,IA,50131,7540,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1013,4018 LINCOLN WAY,AMES,IA,50014,1013,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1403,808 S CENTER,MARSHALLTOWN,IA,50158,1403,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #7590,425 S JORDAN CREEK PKWY,WEST DES MOINES,IA,50266,7590,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH,HY VEE FAST & FRESH #1449,1421 1ST AVE E,NEWTON,IA,50208,1449,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,PRICE CHOPPER KANSAS & MISSOUR,PRICE CHOPPER KANSAS & #1024,3425 INGERSOLL AVE,DES MOINES,IA,50312,1024,20260709,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,PRICE CHOPPER KANSAS & MISSOUR,PRICE CHOPPER KANSAS & #1038,1819 BEAVER AVE,DES MOINES,IA,50310,1038,20260609,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5361,3104 UNIVERSITY AVE,DES MOINES,IA,50311,5361,0,Tigerhawk 2/12/12oz Can,4,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5362,5970 MORNING STAR CT,PLEASANT HILL,IA,50327,5362,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5287,220 50TH ST,WEST DES MOINES,IA,50265,5287,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5393,7265 VISTA DR,WEST DES MOINES,IA,50266,5393,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5029,101 IA-92,BEVINGTON,IA,50033,5029,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5298,650 W HICKMAN RD,WAUKEE,IA,50263,5298,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5023,5225 NW 86TH ST,JOHNSTON,IA,50131,5023,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5284,3105 GRAND PRAIRIE PKWY,WAUKEE,IA,50263,5284,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5283,5050 NW 2ND ST,DES MOINES,IA,50313,5283,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5394,15590 HICKMAN RD,CLIVE,IA,50325,5394,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,MAVERIK COUNTRY STORE,MAVERIK COUNTRY STORE #5282,5901 MILLS CIVIC PKWY STE 2000,WEST DES MOINES,IA,50266,5282,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,OFF,BROTHERS MARKET,BROTHERS MARKET,103 W WALNUT ST STE 620,WILLIAMSBURG,IA,52361,,20260527,Tigerhawk 2/12/12oz Can,10,0,0
Doll Distributing,OFF,BROTHERS MARKET,BROTHERS MARKET,325 CENTRAL AVE W,CLARION,IA,50525,,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,HY VEE GAS,HY VEE GAS #1759,8607 DOUGLAS AVE,URBANDALE,IA,50322,1759,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,OFF,HY VEE GAS,HY VEE GAS #1318,5902 MERLE HAY RD,JOHNSTON,IA,50131,1318,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,HY VEE GAS,HY VEE GAS #1873,1025 E HICKMAN,WAUKEE,IA,50263,1873,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,SUNSHINE FOODS,SUNSHINE FOODS,1227 VALLEY DR,ROCK VALLEY,IA,51247,,0,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,OFF,HY VEE DOLLAR FRESH,HY VEE DOLLAR FRESH #1825,911 S K AVE,VINTON,IA,52349,1825,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,HY VEE DOLLAR FRESH,HY VEE DOLLAR FRESH #1239,808 4TH ST SE,HAMPTON,IA,50441,1239,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,OFF,CENEX,CENEX,1207 HWY 18,HULL,IA,51239,,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,OFF,HY VEE FAST & FRESH EXPRESS,HY VEE FAST & FRESH EXP #1895,7220 HICKMAN RD,WINDSOR HEIGHTS,IA,50324,1895,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,OFF,SUPERVALU,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,50112,,20260527,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,ON,INDEPENDENTS,BIG GROVE,555 17TH ST,DES MOINES,IA,50309,,20250217,Tigerhawk 2/12/12oz Can,220,0,0
Doll Distributing,ON,INDEPENDENTS,BIG GROVE,555 17TH ST,DES MOINES,IA,50309,,20250217,Tigerhawk 1/2 Barrel Keg,186.000001,0,0
Doll Distributing,ON,INDEPENDENTS,MURPHYS OF OKOBOJI,129 W BROADWAY ST,ARNOLDS PARK,IA,51331,,0,Tigerhawk 2/12/12oz Can,15,0,0
Doll Distributing,ON,INDEPENDENTS,THE HANDLEBAR,1607 SUGAR GROVE AVE,DALLAS CENTER,IA,50063,,20260612,Tigerhawk 1/2 Barrel Keg,13.777778,0,0
Doll Distributing,ON,INDEPENDENTS,MURPH AND MARYS PUB,403 W 4TH ST N STE 104,NEWTON,IA,50208,,20260611,Tigerhawk 1/2 Barrel Keg,13.777778,0,0
Doll Distributing,ON,INDEPENDENTS,YANKEE CLIPPER,312 SW MAPLE ST,ANKENY,IA,50023,,20260713,Tigerhawk 1/6 Barrel Keg,11.466665,0,0
Doll Distributing,ON,INDEPENDENTS,BARLEYS,114 W BROADWAY,COUNCIL BLUFFS,IA,51503,,20260713,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,SPORTS PAGE BAR INDIANOLA,1802 W 2ND AVE,INDIANOLA,IA,50125,,20260625,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,JETHRO & JAKE S,2601 ADVENTURELAND DR,ALTOONA,IA,50009,,20260713,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,TWISTED TAIL,2849 335TH ST,LOGAN,IA,51546,,0,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,BRICK HOUSE PIZZA,107 N BUXTON ST,INDIANOLA,IA,50125,,20260505,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,G MIGS 5TH ST PUB,128 5TH ST,WEST DES MOINES,IA,50265,,20260709,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Doll Distributing,ON,INDEPENDENTS,EMERALDS ALGONA,1515 N MCCOY ST,ALGONA,IA,50511,,0,Tigerhawk 2/12/12oz Can,5,0,0
Doll Distributing,ON,INDEPENDENTS,FRONT ROW,9956 SWANSON BLVD,CLIVE,IA,50325,,20260601,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
